idwine	name	link	thumb	average_rating	ratings	price	tasteKeywords_1	tasteMentions_1	flavorGroup_1	tasteKeywords_2	tasteMentions_2	flavorGroup_2	tasteKeywords_3	tasteMentions_3	flavorGroup_3	tasteKeywords_4	tasteMentions_4	flavorGroup_4	moyenne_price	tasteKeywords_5	tasteMentions_5	flavorGroup_5	tasteKeywords_6	tasteMentions_6	flavorGroup_6	tasteKeywords_7	tasteMentions_7	flavorGroup_7	tasteKeywords_8	tasteMentions_8	flavorGroup_8	tasteKeywords_9	tasteMentions_9	flavorGroup_9	tasteKeywords_10	tasteMentions_10	flavorGroup_10
109088	Medinet Blanc Demi Sec Halbtrocken	https://www.vivino.com/BR/fr/wines/154896818	https://images.vivino.com/thumbs/ACG4xobZTKaNsupzAa00Fg_375x500.jpg	3,2			cerise Bing, cerise	2	fruit rouge	pomme, abricot	2	fruit d'arbre fruitier	abricot sec	1	fruit sec	anis	1	épices																			
103981	Scanivinus GW:s Rosa	https://www.vivino.com/GB/fr/wines/160741030	https://images.vivino.com/thumbs/JtP1AOqQSAKREeNRQVSFlg_375x500.jpg	3,3			framboise, fraise, gros...	15	fruit rouge	abricot, pêche, melon	14	fruit d'arbre fruitier	pamplemousse, agrume, z...	10	agrume				7,1																		
109302	Peter Mertes Charmelieu Classic Dry-Sec	https://www.vivino.com/GB/fr/wines/2434440	https://images.vivino.com/thumbs/Wcy7tn0JTTaJeIjuazgwnQ_pb_300x300.png	2,8			pêche	1	fruit d'arbre fruitier																												
109291	Medinet Merlot	https://www.vivino.com/US-LA/fr/wines/1510809	https://images.vivino.com/thumbs/q6BmCH6hTeucoc9L11Emzg_375x500.jpg	2,9			confiture	1	fruit noir	fraise	1	fruit rouge																									
101068	Cave Geisse Philippe Dumont Champagne Brut Réserve Premier Cru	https://www.vivino.com/US-NY/fr/wines/1673417	https://images.vivino.com/thumbs/0192kckhpactn_375x500.jpg	4,3															51,69																		
108783	Medinet Halbtrocken Rosé	https://www.vivino.com/wines/1564820	https://images.vivino.com/thumbs/g3fr5zY4QKuDcumxbJaIlg_pb_300x300.png	3,4			fraise, framboise	2	fruit rouge	miel	1	Terreux																									
106916	Medinet Halbtrocken Demi Sec Rouge	https://www.vivino.com/US-VA/fr/wines/1827232	https://images.vivino.com/thumbs/BkguH_NfTSC-5hhPAE2k3Q_pb_300x300.png	3,2			cassis, confiture, prun...	14	fruit noir	fraise, fruit rouge, ce...	10	fruit rouge	chêne, vanille, caramel	10	boisé				4,23																		
107720	Blue Nun Merlot	https://www.vivino.com/US-VA/fr/wines/1999602	https://images.vivino.com/thumbs/QFZ0qirQTiu6nYgE8Xm6ZA_pb_300x300.png	3,3			fruit rouge, framboise,...	21	fruit rouge										11,03																		
105953	Jean Biecher Côtes de Saumon Chardonnay - Sauvignon Blanc	https://www.vivino.com/US-VA/fr/wines/141118849	https://images.vivino.com/thumbs/PMBWIo_BSeKhsnRuuvdnzQ_375x500.jpg	3,7			poire, pomme verte, pom...	11	fruit d'arbre fruitier	agrume, pamplemousse, c...	10	agrume							7,68																		
107542	Blue Nun Cabernet Sauvignon	https://www.vivino.com/US-NY/fr/wines/2662505	https://images.vivino.com/thumbs/fOg2BdIlQk-s-82x3K3RMA_pb_300x300.png	3,1			mûre, cassis, cassis	8	fruit noir										13,35																		
109425	Medinet Grenache	https://www.vivino.com/US-NY/fr/wines/1531897	https://images.vivino.com/thumbs/hv7B0CdXQIyOKFsWAbrecw_375x500.jpg	3,4																																	
111330	Medinet Chardonnay - Colombard	https://www.vivino.com/GB/fr/wines/1531962	https://images.vivino.com/thumbs/01u1kr2h0jv42_375x500.jpg	3,4																																	
111204	Peter Mertes Enjoy It Alcohol Free Merlot	https://www.vivino.com/US-VA/fr/wines/162909833	https://images.vivino.com/thumbs/tLvr8GQdS9Orz_C7Ej51QQ_375x500.jpg	3			myrtille	2	fruit noir										7,02																		
111391	Dom Pérignon Brut Champagne	https://www.vivino.com/US-VA/fr/wines/1540082	https://images.vivino.com/thumbs/s5aXYaQiTu-V_xEYI3KXRg_pb_300x300.png	4,6		340,87	brioche, pain grillé, a...	7355	Vieillissement	pomme, poire, pomme ver...	5863	fruit d'arbre fruitier	agrume, citron, pamplem...	5142	agrume	miel, minéraux, fumée	3741	Terreux																			
111394	Moët & Chandon Impérial Brut Champagne	https://www.vivino.com/US-CA/fr/wines/164942645	https://images.vivino.com/thumbs/LP_B9yqMQHSuMyd4SLgUSw_pb_300x300.png	4,1		62,99	pomme verte, poire, pom...	5759	fruit d'arbre fruitier	agrume, citron, citron ...	3846	agrume	pain grillé, brioche, b...	3271	Vieillissement																						
111393	Veuve Clicquot Brut (Carte Jaune) Champagne	https://www.vivino.com/US-NY/fr/wines/164942636	https://images.vivino.com/thumbs/vouoFPUKSd-5y3Pii_UhNg_pb_300x300.png	4,3		75,99	pomme, pomme verte, poi...	6241	fruit d'arbre fruitier	agrume, citron, citron ...	4503	agrume	pain grillé, brioche, b...	3861	Vieillissement																						
111392	Mouton Cadet Bordeaux Rouge	https://www.vivino.com/DE/fr/wines/1474658	https://images.vivino.com/thumbs/9tKfWxg7SKinNtAvrtndgA_pb_300x300.png	3,5		11,99	mûre, cassis, prune	2035	fruit noir	chêne, vanille, tabac	1750	boisé	cerise, fruit rouge, fr...	1226	fruit rouge																						
111395	Château Mouton Rothschild Pauillac (Premier Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/3361520	https://images.vivino.com/thumbs/DNeQQKoHQCyq7BakiBm_zQ_pb_300x300.png	4,6		920	tabac, chêne, cèdre	4251	boisé	cuir, Terreux, fumée	3430	Terreux	cassis, mûre, cassis	3093	fruit noir																						
111396	E. Guigal Côtes-du-Rhône Rouge	https://www.vivino.com/US-NY/fr/wines/1470899	https://images.vivino.com/thumbs/I0e3d01sQLumhbrSID4aEg_pb_300x300.png	3,7		19,99	prune, mûre, fruit noir	3941	fruit noir	chêne, vanille, tabac	3275	boisé	Terreux, cuir, fumée	2588	Terreux	cerise, fruit rouge, fr...	2584	fruit rouge																			
111398	La Vieille Ferme Rouge	https://www.vivino.com/US-NY/fr/wines/1714936	https://images.vivino.com/thumbs/5cFxG9cDTo-onCLhWQKs0g_pb_300x300.png	3,5		8,99	cerise, fruit rouge, fr...	1070	fruit rouge	mûre, prune, cassis	538	fruit noir																									
111399	Bollinger Special Cuvée Brut Aÿ Champagne	https://www.vivino.com/CA/fr/wines/164942597	https://images.vivino.com/thumbs/x-fGwQkyQIq38cDR6n2L7w_pb_300x300.png	4,3		107,99	pomme, poire, pomme ver...	4511	fruit d'arbre fruitier	brioche, pain grillé, b...	3726	Vieillissement	agrume, citron, citron ...	2560	agrume																						
111400	Château Lynch-Bages Pauillac (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1499723	https://images.vivino.com/thumbs/y1_9NqYGQBe_B9BZDHkjYQ_pb_300x300.png	4,4		196,17	tabac, cèdre, chêne	3794	boisé	mûre, cassis, cassis	3650	fruit noir	cuir, Terreux, fumée	3363	Terreux																						
111402	Louis Roederer Cristal Brut Champagne (Millésimé)	https://www.vivino.com/wines/1496773	https://images.vivino.com/thumbs/bXZK_MhMQi-a2xrjEITv2A_pb_300x300.png	4,6			pomme, poire, pomme ver...	2236	fruit d'arbre fruitier	brioche, pain grillé, a...	2193	Vieillissement	agrume, citron, pamplem...	2045	agrume	miel, minéraux, noyau	1446	Terreux	620,59																		
111405	JP. Chenet Original Cabernet - Syrah	https://www.vivino.com/US-NY/fr/wines/1472708	https://images.vivino.com/thumbs/bkp3XW3MSjW5C75rHldRcQ_pb_300x300.png	3,4			cassis, mûre, prune	449	fruit noir	cerise, fraise, fruit r...	443	fruit rouge	chêne, vanille, chocola...	317	boisé				8,99																		
111407	Miraval Côtes de Provence Rosé	https://www.vivino.com/DE/fr/wines/8902172	https://images.vivino.com/thumbs/0cJ57utwTNy-Ufpr-7GApg_pb_300x300.png	4		19,98	fraise, framboise, past...	2416	fruit rouge	pêche, melon, pomme	1613	fruit d'arbre fruitier	agrume, pamplemousse, c...	1305	agrume																						
111404	Louis Jadot Bourgogne Pinot Noir	https://www.vivino.com/US-CA/fr/wines/1471186	https://images.vivino.com/thumbs/YtGIp7cLSRSUpucZV4RMuw_pb_300x300.png	3,6		24,99	cerise, framboise, frai...	3644	fruit rouge																												
111403	Château Margaux Château Margaux (Premier Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1510407	https://images.vivino.com/thumbs/DygMHm5zSi2qXX6I0Hk90A_pb_300x300.png	4,6		589,94	cuir, Terreux, fumée	2358	Terreux	tabac, chêne, cèdre	2290	boisé	cassis, mûre, prune	1884	fruit noir																						
111406	Château Pontet-Canet Pauillac (Grand Cru Classé)	https://www.vivino.com/US-CA/fr/wines/1682569	https://images.vivino.com/thumbs/zoXYIDxFQzmf8fFpkNNUJQ_pb_300x300.png	4,4		169,99	cassis, mûre, cassis	4760	fruit noir	chêne, tabac, cèdre	4194	boisé	cuir, Terreux, graphite	3514	Terreux																						
111401	Château d'Yquem Sauternes	https://www.vivino.com/CA/fr/wines/1517254	https://images.vivino.com/thumbs/oGFWQMz2Rli_2EruVUu7Qg_pb_300x300.png	4,7		399,99	miel, noyau, minéraux	2765	Terreux	abricot, pêche, poire	2501	fruit d'arbre fruitier	caramel, vanille, chêne	1833	boisé	marmelade, orange, agru...	1521	agrume																			
111409	Louis Roederer Brut Premier Champagne	https://www.vivino.com/US-NY/fr/wines/164942778	https://images.vivino.com/thumbs/DlLFmnx3TXm5sOConh-5KA_pb_300x300.png	4,2			pomme, pomme verte, poi...	3043	fruit d'arbre fruitier	brioche, pain grillé, a...	2641	Vieillissement	agrume, citron, citron ...	2369	agrume																						
111408	Château Talbot Saint-Julien (Grand Cru Classé)	https://www.vivino.com/US-VA/fr/wines/1540417	https://images.vivino.com/thumbs/9zhiQv6cR-SfUufc9_CK6w_pb_300x300.png	4,2		94,49	chêne, tabac, cèdre	3173	boisé	cassis, mûre, prune	2653	fruit noir	cuir, Terreux, fumée	2410	Terreux																						
111397	Château d'Esclans Whispering Angel Rosé	https://www.vivino.com/US-VA/fr/wines/1473981	https://images.vivino.com/thumbs/Ki7znlmVT7iu_na3qUqRpw_pb_300x300.png	4,1		26,11	fraise, framboise, past...	4899	fruit rouge	pêche, melon, abricot	3245	fruit d'arbre fruitier	agrume, pamplemousse, c...	2615	agrume																						
111411	Château Giscours Château Giscours (Grand Cru Classé)	https://www.vivino.com/wines/1852703	https://images.vivino.com/thumbs/AOhZNhcaQJe2QTpJGfluhA_pb_300x300.png	4,3			chêne, tabac, cèdre	2819	boisé	mûre, cassis, prune	2597	fruit noir	cuir, Terreux, fumée	2049	Terreux				207,4																		
111410	Cos d'Estournel Cos d'Estournel	https://www.vivino.com/HK/fr/wines/1737056	https://images.vivino.com/thumbs/8EzYHdeCTTu12XZ-_bWAmw_pb_300x300.png	4,4		1,325	tabac, chêne, cèdre	3625	boisé	cuir, Terreux, fumée	3130	Terreux	fruit noir, mûre, cassi...	2992	fruit noir																						
111414	Château de Beaucastel Châteauneuf-du-Pape	https://www.vivino.com/BR/fr/wines/1515717	https://images.vivino.com/thumbs/MvUpIVUSRVazthpnz34JLQ_pb_300x300.png	4,4		1,719	cuir, Terreux, fumée	3403	Terreux	mûre, prune, fruit noir	3142	fruit noir	chêne, tabac, vanille	2265	boisé	cerise, fruit rouge, fr...	2022	fruit rouge																			
111412	Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé)	https://www.vivino.com/GB/fr/wines/1488311	https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_300x300.png	4,6		737,67	cuir, fumée, Terreux	2788	Terreux	tabac, cèdre, chêne	2673	boisé	fruit noir, mûre, cassi...	1826	fruit noir																						
111415	Château Lafite Rothschild Pauillac (Premier Grand Cru Classé)	https://www.vivino.com/GB/fr/wines/1526555	https://images.vivino.com/thumbs/uDMfPG10R1efm5H1do--Ow_pb_300x300.png	4,6		850																															
111416	Delas Saint-Esprit Côtes-du-Rhône	https://www.vivino.com/wines/1542729	https://images.vivino.com/thumbs/w2UpieGjTZ-NwGH0ZKIkkg_pb_300x300.png	3,7			mûre, prune, fruit noir	1312	fruit noir	cerise, framboise, frui...	1014	fruit rouge	poivre, réglisse, poivr...	846	épices	chêne, vanille, chocola...	735	boisé	13,77																		
111420	Georges Duboeuf Beaujolais-Villages	https://www.vivino.com/HK/fr/wines/1555844	https://images.vivino.com/thumbs/eatvTjb0TLWPWfcW3IMZ2A_pb_300x300.png	3,5		195	fraise, cerise, framboi...	2156	fruit rouge										195																		
111417	Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé)	https://www.vivino.com/BR/fr/wines/1491165	https://images.vivino.com/thumbs/qgA_WSpAQKaTOhacMaOI7Q_pb_300x300.png	4,4		2,777	tabac, chêne, cèdre	3352	boisé	cassis, mûre, cassis	2820	fruit noir	cuir, Terreux, fumée	2748	Terreux																						
111413	Château Latour Grand Vin Pauillac (Premier Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/2688418	https://images.vivino.com/thumbs/4RHhCzeQTsCeyCScxO0LOw_pb_300x300.png	4,6		949,99	tabac, chêne, cèdre	2449	boisé	cuir, Terreux, fumée	2162	Terreux	cassis, cassis, fruit n...	1882	fruit noir																						
111418	Perrier-Jouët Grand Brut Champagne	https://www.vivino.com/US-VA/fr/wines/164942675	https://images.vivino.com/thumbs/wKcj7cCzR-aryX6BTRP69A_pb_300x300.png	4,2		77,24	pomme, pomme verte, poi...	2672	fruit d'arbre fruitier	agrume, citron, pamplem...	2081	agrume	pain grillé, brioche, a...	1771	Vieillissement																						
111421	Domaine du Vieux Lazaret Châteauneuf-du-Pape	https://www.vivino.com/CA/fr/wines/1786529	https://images.vivino.com/thumbs/f8sesr_4Tmycub47g-gKIg_pb_300x300.png	4,2			chêne, vanille, tabac	1739	boisé	cerise, fruit rouge, fr...	1415	fruit rouge	mûre, prune, fruit noir	1332	fruit noir				38,67																		
111419	Côte des Roses Rosé	https://www.vivino.com/US-NY/fr/wines/17625845	https://images.vivino.com/thumbs/N6mBEVGCSjm3Icmui0zI-g_pb_300x300.png	3,9		19,99	fraise, pastèque, framb...	2585	fruit rouge	pêche, melon, poire	1423	fruit d'arbre fruitier	agrume, pamplemousse, c...	1376	agrume																						
111424	Laurent-Perrier Cuvée Rosé Réserve Brut Champagne	https://www.vivino.com/US-NY/fr/wines/169834670	https://images.vivino.com/thumbs/8DvkkXFcQq-4-ZrX2KGk7Q_375x500.jpg	4,3			framboise, fraise, frai...	7	fruit rouge										89,97																		
111425	Château Léoville Barton Saint-Julien (Grand Cru Classé)	https://www.vivino.com/wines/3502393	https://images.vivino.com/thumbs/CakMPDnYSnuZ6L0fn88EWQ_pb_300x300.png	4,3		3,896	chêne, tabac, cèdre	3681	boisé	cassis, mûre, cassis	3463	fruit noir	cuir, Terreux, fumée	2885	Terreux				3896																		
111422	Château Pichon Baron Pauillac (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1532285	https://images.vivino.com/thumbs/-VCSqTjKRqSTHfQDPvG3PA_pb_300x300.png	4,4		254,99	tabac, chêne, cèdre	3115	boisé	cassis, mûre, cassis	2683	fruit noir	cuir, Terreux, fumée	2413	Terreux																						
111426	Minuty M Rosé	https://www.vivino.com/US-NY/fr/wines/2191238	https://images.vivino.com/thumbs/4nVbgNkZR3a2FD7VTeQPQw_pb_300x300.png	3,9		24,48	fraise, framboise, past...	1845	fruit rouge	pêche, melon, abricot	1194	fruit d'arbre fruitier	agrume, pamplemousse, c...	1066	agrume																						
111423	Taittinger Brut (Réserve) Champagne	https://www.vivino.com/US-NY/fr/wines/164942648	https://images.vivino.com/thumbs/q3U5IBiXRUWl9WU-i-nxIA_pb_300x300.png	4,2		73,49	pomme verte, pomme, pêc...	3180	fruit d'arbre fruitier	agrume, citron, pamplem...	2428	agrume	brioche, pain grillé, b...	2380	Vieillissement																						
111427	Famille Perrin Côtes-du-Rhône Réserve Rouge	https://www.vivino.com/CA/fr/wines/1516778	https://images.vivino.com/thumbs/bXDqBx_JSRGwzMKfGvtF9Q_pb_300x300.png	3,7		27,99	cerise, framboise, frui...	1781	fruit rouge	mûre, prune, cerise noi...	1313	fruit noir	Terreux, cuir, fumée	1046	Terreux																						
111428	Ogier Clos de l'Oratoire des Papes Châteauneuf-du-Pape	https://www.vivino.com/US-NY/fr/wines/1471275	https://images.vivino.com/thumbs/LpnNYH0wRFuXcGQ6UCwyAw_pb_300x300.png	4,2		84,7	chêne, vanille, chocola...	1363	boisé	cerise, fruit rouge, fr...	1180	fruit rouge	prune, mûre, fruit noir	1099	fruit noir	cuir, Terreux, fumée	809	Terreux																			
111431	Château Léoville Poyferré Saint-Julien (Grand Cru Classé)	https://www.vivino.com/wines/2955658	https://images.vivino.com/thumbs/A5URPSHQSEm3R91WIgvI0Q_pb_300x300.png	4,3			chêne, tabac, cèdre	3260	boisé	cassis, mûre, cassis	2953	fruit noir	cuir, Terreux, fumée	2310	Terreux				117,81																		
111433	Château Gruaud Larose Saint-Julien (Grand Cru Classé)	https://www.vivino.com/BR/fr/wines/1531643	https://images.vivino.com/thumbs/9dJEcnU_RnecZTWYx0Kh3Q_pb_300x300.png	4,3		1,914	tabac, chêne, cèdre	2298	boisé	cuir, Terreux, fumée	2109	Terreux	mûre, cassis, prune	2074	fruit noir																						
111432	Château Léoville Las Cases Saint-Julien (Grand Cru Classé)	https://www.vivino.com/GB/fr/wines/1516739	https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_300x300.png	4,4		296	tabac, chêne, cèdre	2386	boisé	cassis, cassis, mûre	2147	fruit noir	cuir, Terreux, fumée	2126	Terreux																						
111429	Château Montrose Saint-Estèphe (Grand Cru Classé)	https://www.vivino.com/CA/fr/wines/2175261	https://images.vivino.com/thumbs/O8YKDQAYRECYJloqiCp85g_pb_300x300.png	4,3		359,99	tabac, chêne, cèdre	2786	boisé	cuir, Terreux, fumée	2738	Terreux	fruit noir, cassis, mûr...	2610	fruit noir																						
111430	Château Pétrus Pomerol	https://www.vivino.com/US-VA/fr/wines/1664275	https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_300x300.png	4,7		3,999	chocolat, tabac, chêne	856	boisé	cuir, Terreux, fumée	630	Terreux	prune, fruit noir, ceri...	576	fruit noir																						
111436	Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé)	https://www.vivino.com/wines/1510827	https://images.vivino.com/thumbs/PthycJJ7RYu0-S0vFHDeUA_pb_300x300.png	4,5		10,429	tabac, chêne, cèdre	2251	boisé	cuir, Terreux, fumée	1989	Terreux	cassis, mûre, cassis	1980	fruit noir				10429																		
111435	Taittinger Comtes de Champagne Blanc de Blancs	https://www.vivino.com/HK/fr/wines/1354791	https://images.vivino.com/thumbs/kPJzCwsqT72d4v2vEgDdXQ_pb_300x300.png	4,5		1,251	brioche, pain grillé, g...	1973	Vieillissement	agrume, citron, pamplem...	1584	agrume	pomme, poire, pomme ver...	1517	fruit d'arbre fruitier	miel, minéraux, fumée	1159	Terreux																			
111438	Laurent-Perrier La Cuvée Brut Champagne	https://www.vivino.com/US-NY/fr/wines/164943434	https://images.vivino.com/thumbs/MYK1MWwURlWiiVcibYOG2Q_pb_300x300.png	4,1		70,62	agrume, citron, pamplem...	3113	agrume	pomme, pomme verte, poi...	2834	fruit d'arbre fruitier	brioche, pain grillé, b...	2196	Vieillissement																						
111437	Château Cantemerle Haut-Médoc (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/2220216	https://images.vivino.com/thumbs/-wgkyqqdSlale-QuBEu6Hg_pb_300x300.png	4		45,14	cassis, mûre, cassis	2640	fruit noir	chêne, tabac, vanille	2551	boisé	cuir, Terreux, fumée	1777	Terreux																						
111434	Château Lagrange Saint-Julien (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1559408	https://images.vivino.com/thumbs/FirSW6H4TXiC3YM7Rt62Og_pb_300x300.png	4,1		75	chêne, tabac, cèdre	2229	boisé	mûre, cassis, cassis	2223	fruit noir	cuir, Terreux, fumée	1519	Terreux																						
111439	Château Lascombes Margaux (Grand Cru Classé)	https://www.vivino.com/CA/fr/wines/1487434	https://images.vivino.com/thumbs/aZzpef4FSYiJ8l5hJz7Hcg_pb_300x300.png	4,3		144,99	chêne, tabac, chocolat	1912	boisé	fruit noir, mûre, cassi...	1702	fruit noir	cuir, Terreux, fumée	1386	Terreux																						
111440	Pol Roger Réserve Brut Champagne	https://www.vivino.com/US-NY/fr/wines/164942767	https://images.vivino.com/thumbs/wJK6sKFxROu5fM0-LTSj8g_pb_300x300.png	4,2		81,95	pomme, pomme verte, poi...	3144	fruit d'arbre fruitier	brioche, pain grillé, b...	2520	Vieillissement	agrume, citron, citron ...	2249	agrume																						
111444	Bollinger La Grande Année Brut Champagne	https://www.vivino.com/US-NY/fr/wines/1512116	https://images.vivino.com/thumbs/wkPlwtLNTZ-okRbgGP_rNg_pb_300x300.png	4,5		225,12	brioche, pain grillé, a...	2032	Vieillissement	pomme, poire, pêche	1756	fruit d'arbre fruitier	agrume, citron, pamplem...	1042	agrume	miel, minéraux, noyau	1037	Terreux		chêne, beurre, vanille	1021	boisé															
111441	Clarendelle Bordeaux	https://www.vivino.com/US-NY/fr/wines/2858661	https://images.vivino.com/thumbs/aqdVKvNNR_-O9G9KpnyjiA_pb_300x300.png	3,7		23,48	chêne, tabac, vanille	918	boisé	mûre, prune, cassis	841	fruit noir	cuir, Terreux, fumée	573	Terreux																						
